Date,Unnamed: 0,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend,pc_Open_Close,pc_High_Low,5_day_mean,5_day_std,Action
2017-05-19,32,DHFL,EQ,2017-05-19,417.95,423.0,426.45,398.65,405.9,404.2,411.93,2693962,1109715622.8,33554,884888,32.85,2017,5,-3.29,Among top losers,-0.044444444444444474,0.06973535682929892,-1.282,1.80276731720985,-1
2017-05-22,39,DHFL,EQ,2017-05-22,404.2,408.0,412.15,400.25,403.9,404.0,405.76,1636114,663874862.95,21505,445687,27.24,2017,5,-0.05,Slight,-0.00980392156862745,0.029731417863835045,-1.292,1.7939955406856505,-1
2017-05-23,46,DHFL,EQ,2017-05-23,404.0,405.95,411.8,387.2,400.5,402.0,400.48,2322519,930124260.75,30348,489515,21.08,2017,5,-0.5,Slight,-0.009730262347579724,0.06353305785123974,-1.0699999999999998,1.8133808204566406,-1
2017-05-24,54,DHFL,EQ,2017-05-24,402.0,404.8,407.9,392.5,397.5,395.55,399.79,1984614,793435506.3,31616,533717,26.89,2017,5,-1.6,Negative,-0.022850790513833992,0.03923566878980886,-1.6039999999999999,1.3628022600509582,1
2017-05-25,63,DHFL,EQ,2017-05-25,395.55,397.45,407.6,397.3,404.95,405.5,403.71,3393790,1370107530.85,56100,1958807,57.72,2017,5,2.52,Positive,0.02025412001509627,0.025924993707525826,-0.584,2.1378564030355265,1
2017-05-26,73,DHFL,EQ,2017-05-26,405.5,411.9,415.45,408.7,411.0,410.65,411.89,2555251,1052480440.75,35435,760344,29.76,2017,5,1.27,Positive,-0.0030347171643602816,0.016515781747002693,0.328,1.5998343664267245,1
2017-05-29,80,DHFL,EQ,2017-05-29,410.65,412.0,419.7,409.95,411.2,410.95,414.27,1944213,805426135.55,37384,578026,29.73,2017,5,0.07,Slight,-0.0025485436893204158,0.023783388218075376,0.35200000000000004,1.5936342114801623,1
2017-05-30,87,DHFL,EQ,2017-05-30,410.95,411.2,414.0,408.0,412.8,412.15,411.35,1364490,561285704.5,29192,535078,39.21,2017,5,0.29,Slight,0.002310311284046665,0.014705882352941176,0.51,1.5257621046545882,1
2017-05-31,94,DHFL,EQ,2017-05-31,412.15,414.45,421.45,412.55,418.0,416.65,417.86,2502720,1045783694.95,55464,969147,38.72,2017,5,1.09,Positive,0.005308239835927105,0.02157314264937578,1.048,0.968101234375826,1
2017-06-01,100,DHFL,EQ,2017-06-01,416.65,417.7,419.8,414.0,416.5,416.9,416.54,1364330,568303436.6,40287,516303,37.84,2017,6,0.06,Slight,-0.0019152501795547316,0.01400966183574882,0.5559999999999999,0.5804997846683475,-1
2017-06-02,107,DHFL,EQ,2017-06-02,416.9,418.5,420.5,410.25,413.5,414.25,415.03,1208328,501494025.75,14783,477032,39.48,2017,6,-0.64,Slight negative,-0.01015531660692951,0.024984765386959172,0.17399999999999993,0.6202660719400972,1
2017-06-05,116,DHFL,EQ,2017-06-05,414.25,415.0,431.95,414.0,431.55,430.75,426.07,2860841,1218918845.95,34776,876492,30.64,2017,6,3.98,Among top gainers,0.03795180722891566,0.04335748792270529,0.9559999999999998,1.7997305353857833,-1
2017-06-06,122,DHFL,EQ,2017-06-06,430.75,433.0,434.85,422.15,423.8,424.6,428.24,2238759,958716790.2,28924,602812,26.93,2017,6,-1.43,Negative,-0.019399538106235514,0.030084093331754224,0.6119999999999999,2.0984446621247836,1
2017-06-07,131,DHFL,EQ,2017-06-07,424.6,426.8,433.9,422.25,433.8,431.45,428.56,2066575,885659061.55,27190,457660,22.15,2017,6,1.61,Positive,0.010895032802249243,0.027590290112492546,0.716,2.1405209646252,1
2017-06-08,139,DHFL,EQ,2017-06-08,431.45,435.0,438.0,430.4,433.6,434.45,434.23,2019357,876868807.1,22017,451099,22.34,2017,6,0.7,Slight positive,-0.0012643678160919802,0.017657992565055815,0.8440000000000001,2.1104099127894553,1
2017-06-09,147,DHFL,EQ,2017-06-09,434.45,434.7,437.8,432.65,435.3,435.7,435.56,1429383,622587953.5,16806,466865,32.66,2017,6,0.29,Slight,0.002300437083045779,0.011903386108864057,1.03,1.9841244920619263,-1
2017-06-12,154,DHFL,EQ,2017-06-12,435.7,433.2,436.2,425.15,429.0,428.35,430.75,1379624,594274467.1,26398,434735,31.51,2017,6,-1.69,Negative,-0.011195752539242765,0.025990826767023432,-0.10399999999999991,1.4153727424251177,1
2017-06-13,160,DHFL,EQ,2017-06-13,428.35,429.6,444.25,429.1,439.55,440.1,439.05,3321654,1458365000.15,41823,933218,28.09,2017,6,2.74,Positive,0.024441340782122904,0.03530645537170817,0.7300000000000001,1.6481353099791287,1
2017-06-14,167,DHFL,EQ,2017-06-14,440.1,442.0,449.0,441.55,446.5,446.4,445.28,2551411,1136098515.4,34430,489987,19.2,2017,6,1.43,Positive,0.009954751131221668,0.016872381383761723,0.694,1.6259243524838414,1
2017-06-15,174,DHFL,EQ,2017-06-15,446.4,446.0,464.7,443.4,464.7,463.25,457.28,4737401,2166328484.85,71522,1467727,30.98,2017,6,3.77,Among top gainers,0.03867713004484305,0.04803788903924225,1.308,2.1302159514941197,-1
2017-06-16,180,DHFL,EQ,2017-06-16,463.25,464.0,466.6,451.1,452.7,454.8,458.71,2954283,1355149638.3,32086,1025700,34.72,2017,6,-1.82,Negative,-0.01982758620689653,0.03436045222788738,0.8859999999999999,2.5499470582739554,1
2017-06-19,188,DHFL,EQ,2017-06-19,454.8,457.0,461.95,455.1,458.4,458.85,459.13,1791880,822712860.9,19516,618637,34.52,2017,6,0.89,Slight positive,0.004048140043763726,0.015051637002856439,1.402,2.1237867124549017,1
2017-06-20,197,DHFL,EQ,2017-06-20,458.85,459.5,466.85,455.55,459.45,459.9,462.15,1881586,869579584.2,22681,423060,22.48,2017,6,0.23,Slight,0.0008705114254624097,0.024805180550982353,0.9,2.0226962203949457,1
2017-06-21,205,DHFL,EQ,2017-06-21,459.9,458.1,465.4,457.6,461.1,461.2,462.28,1619491,748665790.95,22427,842739,52.04,2017,6,0.28,Slight,0.006767081423269953,0.017045454545454444,0.6700000000000002,2.012722037440838,-1
2017-06-22,213,DHFL,EQ,2017-06-22,461.2,462.0,468.7,452.55,457.3,456.5,462.07,2461041,1137170594.45,43205,997511,40.53,2017,6,-1.02,Negative,-0.011904761904761904,0.03568666445696603,-0.2879999999999999,1.1024382068850844,-1
2017-06-23,220,DHFL,EQ,2017-06-23,456.5,457.95,458.1,436.0,440.7,439.8,442.98,2791780,1236712730.95,39621,790680,28.32,2017,6,-3.66,Among top losers,-0.03963314772355056,0.050688073394495464,-0.6559999999999999,1.8171213498277987,-1
2017-06-27,230,DHFL,EQ,2017-06-27,439.8,440.0,440.7,422.7,425.8,426.5,428.55,1939472,831153144.4,29067,512153,26.41,2017,6,-3.02,Among top losers,-0.03068181818181818,0.042583392476934,-1.4379999999999997,1.826778585379192,1
2017-06-28,238,DHFL,EQ,2017-06-28,426.5,423.5,435.0,417.85,428.0,427.85,427.72,1953283,835465707.9,20884,541618,27.73,2017,6,0.32,Slight,0.010271546635183053,0.041043436639942504,-1.4199999999999997,1.847647152461747,1
2017-06-29,245,DHFL,EQ,2017-06-29,427.85,428.75,442.0,428.75,437.4,436.2,436.68,2107207,920173664.05,25842,355323,16.86,2017,6,1.95,Positive,0.017376093294460614,0.030903790087463558,-1.0859999999999999,2.321869936064465,1
2017-06-30,253,DHFL,EQ,2017-06-30,436.2,436.95,439.5,430.0,436.5,437.2,435.84,1646879,717769327.05,24761,489505,29.72,2017,6,0.23,Slight,0.0005721478430026318,0.022093023255813953,-0.8359999999999996,2.396837499706645,1
2017-07-03,261,DHFL,EQ,2017-07-03,437.2,437.2,445.5,437.2,443.15,442.45,442.4,1227960,543248911.7,16702,461260,37.56,2017,7,1.2,Positive,0.012008234217749315,0.018984446477584654,0.13600000000000048,1.8990602939348717,-1
2017-07-04,267,DHFL,EQ,2017-07-04,442.45,443.05,446.45,432.15,436.3,435.95,438.04,1333859,584277160.2,18814,416523,31.23,2017,7,-1.47,Negative,-0.016025279313847247,0.033090362142774526,0.44600000000000045,1.281026931801202,-1
2017-07-05,272,DHFL,EQ,2017-07-05,435.95,438.0,438.8,433.6,435.75,435.8,435.88,1210598,527673593.85,23646,482080,39.82,2017,7,-0.03,Slight,-0.005022831050228284,0.011992619926199235,0.37600000000000044,1.2990688973260816,1
2017-07-06,279,DHFL,EQ,2017-07-06,435.8,436.0,442.15,435.8,437.05,437.9,439.77,1242291,546324106.85,33297,459568,36.99,2017,7,0.48,Slight,0.004357798165137563,0.014570904084442326,0.08200000000000043,0.9812593948594845,-1
2017-07-07,289,DHFL,EQ,2017-07-07,437.9,436.95,438.95,434.5,435.15,435.55,436.16,760038,331501468.55,13828,234649,30.87,2017,7,-0.54,Slight negative,-0.0032040279208146866,0.01024165707710009,-0.07199999999999958,1.0121610543782062,1
2017-07-10,294,DHFL,EQ,2017-07-10,435.55,435.95,471.0,435.95,437.5,437.05,437.81,160422,70234701.8,2814,67370,42.0,2017,7,0.34,Slight,0.0025232251404978157,0.08039912834040604,-0.24399999999999955,0.7908413241605438,1
2017-07-11,298,DHFL,EQ,2017-07-11,437.05,438.9,446.5,435.0,436.5,437.45,441.49,1517250,669853461.7,21319,528288,34.82,2017,7,0.09,Slight,-0.003303713830029594,0.026436781609195402,0.06800000000000046,0.39480374871574103,-1
2017-07-12,305,DHFL,EQ,2017-07-12,437.45,438.0,438.0,428.3,435.95,434.9,432.52,1553082,671746386.3,30534,467384,30.09,2017,7,-0.58,Slight negative,-0.007077625570776308,0.02264767686201258,-0.04199999999999953,0.4932747712989202,1
2017-07-13,311,DHFL,EQ,2017-07-13,434.9,436.1,444.4,434.45,443.5,443.0,440.94,3079509,1357874423.3,67445,1442954,46.86,2017,7,1.86,Positive,0.015822059160742898,0.02290252042812749,0.23400000000000049,0.9921592614091762,1
2017-07-14,317,DHFL,EQ,2017-07-14,443.0,445.5,446.0,440.0,442.5,443.05,442.9,1795677,795311338.2,31013,656629,36.57,2017,7,0.01,Slight,-0.005499438832772141,0.013636363636363636,0.34400000000000047,0.9121567847689354,1
2017-07-17,326,DHFL,EQ,2017-07-17,443.05,446.0,457.6,442.0,457.2,456.15,451.39,2449950,1105894153.95,27802,760330,31.03,2017,7,2.96,Positive,0.022757847533632237,0.03529411764705887,0.8680000000000005,1.483128450269902,1
2017-07-18,334,DHFL,EQ,2017-07-18,456.15,457.15,463.2,454.4,460.0,459.75,459.64,3357752,1543371886.4,32997,1046532,31.17,2017,7,0.79,Slight positive,0.005687411134201078,0.019366197183098618,1.0080000000000005,1.4231549458860766,1
2017-07-19,342,DHFL,EQ,2017-07-19,459.75,462.8,470.9,460.25,470.1,469.25,467.03,2427825,1133875070.85,37621,915013,37.69,2017,7,2.07,Positive,0.01393690579083835,0.023139598044540962,1.5380000000000007,1.1514208613708545,1
2017-07-20,346,DHFL,EQ,2017-07-20,469.25,471.2,478.65,469.55,477.7,477.6,474.23,2981582,1413968599.2,36286,1225385,41.1,2017,7,1.78,Positive,0.013582342954159665,0.019380257693536292,1.5220000000000005,1.146372539796728,-1
2017-07-21,355,DHFL,EQ,2017-07-21,477.6,478.4,478.5,447.2,457.45,458.75,461.53,6291819,2903881018.85,80104,1532637,24.36,2017,7,-3.95,Among top losers,-0.041074414715719015,0.06999105545617176,0.7300000000000004,2.7284152909702,-1
2017-07-24,360,DHFL,EQ,2017-07-24,458.75,461.0,462.65,453.0,456.0,455.9,457.69,1385041,633914365.05,21027,259704,18.75,2017,7,-0.62,Slight negative,-0.01106290672451198,0.02130242825607059,0.014000000000000411,2.4527188995072393,1
2017-07-25,369,DHFL,EQ,2017-07-25,455.9,456.0,463.9,454.3,463.0,462.55,459.68,2062120,947921481.0,35819,524738,25.45,2017,7,1.46,Positive,0.014364035087719324,0.02113141096191936,0.1480000000000004,2.523008125234638,-1
2017-07-26,377,DHFL,EQ,2017-07-26,462.55,463.5,465.5,456.1,459.25,458.75,461.04,1083418,499496246.1,15608,211653,19.54,2017,7,-0.82,Slight negative,-0.010248112189859764,0.020609515457136542,-0.42999999999999955,2.293185557254363,-1
2017-07-27,383,DHFL,EQ,2017-07-27,458.75,461.45,462.5,446.25,453.0,449.75,454.05,2504065,1136976463.8,29973,1325047,52.92,2017,7,-1.96,Negative,-0.02535485968143892,0.036414565826330535,-1.1779999999999995,1.9807877220944208,1
2017-07-28,391,DHFL,EQ,2017-07-28,449.75,449.95,461.75,448.25,459.15,460.4,457.5,2123506,971503844.75,22015,663457,31.24,2017,7,2.37,Positive,0.023224802755861737,0.03011712214166202,0.08600000000000048,1.7755224583203677,-1
2017-07-31,396,DHFL,EQ,2017-07-31,460.4,464.05,464.3,455.9,457.1,456.75,459.53,1630032,749041184.9,22726,521604,32.0,2017,7,-0.79,Slight negative,-0.015731063462988925,0.018425093222197927,0.05200000000000047,1.7939537340745446,1
2017-08-01,406,DHFL,EQ,2017-08-01,456.75,459.0,466.85,457.0,466.7,465.95,462.64,1503150,695415047.5,32788,618014,41.11,2017,8,2.01,Positive,0.015141612200435705,0.021553610503282326,0.16200000000000045,1.9146722957206024,-1
2017-08-02,413,DHFL,EQ,2017-08-02,465.95,468.0,468.5,459.0,459.1,460.8,462.25,1827849,844919286.5,33915,671842,36.76,2017,8,-1.11,Negative,-0.015384615384615361,0.020697167755991286,0.10400000000000043,1.9558067389187517,-1
2017-08-03,422,DHFL,EQ,2017-08-03,460.8,460.0,460.0,446.25,451.3,450.85,454.7,1612049,732998680.1,58235,761770,47.25,2017,8,-2.16,Negative,-0.019891304347826037,0.03081232492997199,0.06400000000000042,2.0098706426036483,1
2017-08-04,431,DHFL,EQ,2017-08-04,450.85,448.95,458.3,443.25,456.55,456.7,452.36,1246601,563909997.05,23628,355572,28.52,2017,8,1.3,Positive,0.01726250139213721,0.03395375070501977,-0.1499999999999996,1.742082087618147,1
2017-08-07,439,DHFL,EQ,2017-08-07,456.7,459.0,462.5,454.6,456.35,456.75,458.49,1280797,587230220.1,17113,626770,48.94,2017,8,0.01,Slight,-0.004901960784313725,0.01737791465024192,0.010000000000000408,1.7049486795795354,-1
2017-08-08,446,DHFL,EQ,2017-08-08,456.75,457.4,461.5,446.5,449.0,448.85,452.62,1258837,569777148.2,19148,468130,37.19,2017,8,-1.73,Negative,-0.018692610406646163,0.0335946248600224,-0.7379999999999995,1.4015598453152127,-1
2017-08-09,452,DHFL,EQ,2017-08-09,448.85,446.0,447.4,424.2,424.7,427.85,433.97,2466869,1070542238.55,32965,802186,32.52,2017,8,-4.68,Among top losers,-0.04069506726457394,0.05469118340405467,-1.4519999999999995,2.2753834841626155,-1
2017-08-10,458,DHFL,EQ,2017-08-10,427.85,422.05,427.35,391.3,412.05,406.35,413.01,2707782,1118349256.05,31600,620918,22.93,2017,8,-5.03,Among top losers,-0.037199383959246504,0.09212880143112703,-2.0259999999999994,2.8001303541085374,1
2017-08-11,466,DHFL,EQ,2017-08-11,406.35,395.05,420.0,391.2,419.0,416.8,410.4,2937478,1205552580.95,39572,560370,19.08,2017,8,2.57,Positive,0.05505632198455891,0.07361963190184052,-1.7719999999999996,3.2055139993455035,1
2017-08-14,476,DHFL,EQ,2017-08-14,416.8,422.4,441.4,422.4,437.05,438.75,432.25,2106047,910347082.95,25923,440538,20.92,2017,8,5.27,Among top gainers,0.03870738636363642,0.04498106060606061,-0.7199999999999995,4.527195599927178,1
2017-08-16,484,DHFL,EQ,2017-08-16,438.75,440.45,453.15,427.65,448.0,449.0,444.73,3625967,1612584999.1,35229,615508,16.98,2017,8,2.34,Positive,0.01941196503575891,0.059628200631357424,0.09400000000000039,4.6640250856958305,-1
2017-08-17,491,DHFL,EQ,2017-08-17,449.0,449.3,454.5,443.4,448.0,448.45,449.07,1409477,632960760.15,17189,326351,23.15,2017,8,-0.12,Slight,-0.0018918317382595653,0.02503382949932346,1.0060000000000004,3.8764842318781594,1
2017-08-18,496,DHFL,EQ,2017-08-18,448.45,440.0,453.0,438.05,450.05,450.35,444.72,2096498,932355212.1,30292,470750,22.45,2017,8,0.42,Slight,0.023522727272727324,0.03412852414107976,2.0960000000000005,2.125918624971333,-1
2017-08-21,506,DHFL,EQ,2017-08-21,450.35,447.0,462.25,446.25,449.0,448.75,456.07,5630103,2567693580.55,48189,1598549,28.39,2017,8,-0.36,Slight,0.0039149888143176735,0.035854341736694675,1.5100000000000005,2.3541665191740373,1
2017-08-22,518,DHFL,EQ,2017-08-22,448.75,451.0,464.0,449.6,458.5,455.8,457.1,4689830,2143738156.1,68302,1110363,23.68,2017,8,1.57,Positive,0.010643015521064328,0.032028469750889625,0.7700000000000007,1.150695441895902,1
2017-08-23,524,DHFL,EQ,2017-08-23,455.8,458.75,471.0,457.15,469.9,467.75,464.7,4611259,2142862415.6,39954,1257529,27.27,2017,8,2.62,Positive,0.019618528610354225,0.03029640161872476,0.8260000000000007,1.2488314537999132,1
2017-08-24,534,DHFL,EQ,2017-08-24,467.75,470.0,480.0,467.35,472.55,474.05,474.32,5950326,2822382508.5,46610,558261,9.38,2017,8,1.35,Positive,0.00861702127659577,0.027067508291430356,1.1200000000000008,1.1386175828609029,1
2017-08-28,542,DHFL,EQ,2017-08-28,474.05,476.0,494.45,473.0,491.85,490.95,483.18,5986903,2892743112.25,48791,946079,15.8,2017,8,3.57,Among top gainers,0.03140756302521006,0.0453488372093023,1.7500000000000007,1.4759573164560025,1
2017-08-29,551,DHFL,EQ,2017-08-29,490.95,490.7,500.9,485.55,493.1,493.4,494.92,6533564,3233567926.9,56288,885500,13.55,2017,8,0.5,Slight,0.005502343590788646,0.031613634023272504,1.9220000000000006,1.1912472455372158,1
2017-08-30,558,DHFL,EQ,2017-08-30,493.4,498.5,507.0,497.0,502.4,503.4,503.66,4406197,2219203424.0,37362,424062,9.62,2017,8,2.03,Positive,0.009829488465396143,0.02012072434607646,2.0140000000000002,1.174917018346404,1
2017-08-31,564,DHFL,EQ,2017-08-31,503.4,503.0,507.9,501.0,504.9,505.2,504.55,5634352,2842814522.95,50767,1791702,31.8,2017,8,0.36,Slight,0.004373757455268367,0.013772455089820314,1.5620000000000003,1.3104083333068377,1
2017-09-01,568,DHFL,EQ,2017-09-01,505.2,507.2,519.5,502.15,515.45,516.95,513.09,3696712,1896732298.4,29734,426170,11.53,2017,9,2.33,Positive,0.01922318611987393,0.034551428855919594,1.7580000000000002,1.3436405769401294,1
2017-09-04,573,DHFL,EQ,2017-09-04,516.95,517.95,526.75,510.75,521.0,520.85,519.69,4044941,2102111150.5,40614,412542,10.2,2017,9,0.75,Slight positive,0.00559899604208896,0.03132648066568772,1.1940000000000002,0.9170223552345954,1
2017-09-05,578,DHFL,EQ,2017-09-05,520.85,524.0,553.4,522.1,549.8,550.35,538.84,6145012,3311208206.0,66343,724381,11.79,2017,9,5.66,Among top gainers,0.050286259541984776,0.05995020111089821,2.226,2.091776756730986,1
2017-09-06,584,DHFL,EQ,2017-09-06,550.35,548.0,562.1,544.8,554.4,556.0,554.89,6612304,3669084558.2,57478,475715,7.19,2017,9,1.03,Positive,0.014598540145985401,0.03175477239353904,2.0260000000000002,2.1618348688093647,-1
2017-09-07,591,DHFL,EQ,2017-09-07,556.0,560.0,563.55,540.0,550.95,550.95,553.69,5799758,3211284421.45,62044,799205,13.78,2017,9,-0.91,Slight negative,-0.016160714285714205,0.043611111111111024,1.7720000000000002,2.4604918207545423,-1
2017-09-08,599,DHFL,EQ,2017-09-08,550.95,555.95,555.95,542.0,544.75,544.3,546.47,3627433,1982284218.45,38470,1016590,28.03,2017,9,-1.21,Negative,-0.020955121863477092,0.025738007380073886,1.0640000000000003,2.7518502866253467,1
2017-09-11,604,DHFL,EQ,2017-09-11,544.3,547.0,559.85,538.4,547.55,548.3,549.89,7750776,4262045736.4,50417,848266,10.94,2017,9,0.73,Slight positive,0.002376599634369204,0.039840267459138275,1.06,2.7524352853427825,1
2017-09-12,613,DHFL,EQ,2017-09-12,548.3,551.7,564.4,547.2,555.8,557.8,556.7,9243811,5146050461.95,68392,1028810,11.13,2017,9,1.73,Positive,0.011056733732100614,0.03143274853801157,0.2740000000000002,1.2750999960787406,-1
2017-09-13,620,DHFL,EQ,2017-09-13,557.8,556.0,564.9,549.45,551.0,552.1,557.45,3324914,1853471238.35,33428,611465,18.39,2017,9,-1.02,Negative,-0.007014388489208592,0.028119028119027993,-0.13599999999999982,1.3005691061992841,1
2017-09-14,628,DHFL,EQ,2017-09-14,552.1,557.7,566.25,555.05,560.7,561.0,560.32,4940950,2768534168.65,41822,626434,12.68,2017,9,1.61,Positive,0.005917159763313528,0.02017836230970191,0.3680000000000002,1.409368652979058,1
2017-09-15,634,DHFL,EQ,2017-09-15,561.0,558.9,579.4,550.1,578.0,568.3,562.1,3851127,2164725643.5,42320,1380907,35.86,2017,9,1.3,Positive,0.016818751118267986,0.05326304308307572,0.8700000000000003,1.1251444351726596,1
2017-09-18,640,DHFL,EQ,2017-09-18,568.3,578.5,607.2,578.2,605.9,602.05,598.31,8201302,4906890357.55,72082,738702,9.01,2017,9,5.94,Among top gainers,0.04070872947277434,0.050155655482531994,1.9120000000000004,2.5159630362944525,1
2017-09-19,646,DHFL,EQ,2017-09-19,602.05,608.7,618.0,603.3,613.0,609.4,610.42,5315579,3244723318.25,51118,697130,13.11,2017,9,1.22,Positive,0.0011499917857728467,0.02436598707110898,1.8100000000000005,2.535448678242177,-1
2017-09-20,654,DHFL,EQ,2017-09-20,609.4,609.4,609.4,553.45,586.8,590.75,593.92,6240593,3706419458.2,72168,983638,15.76,2017,9,-3.06,Among top losers,-0.03060387266163436,0.10109314301201541,1.4020000000000004,3.185501530371631,1
2017-09-21,661,DHFL,EQ,2017-09-21,590.75,590.75,601.0,566.55,590.0,595.4,584.64,6874575,4019181546.25,62085,1102827,16.04,2017,9,0.79,Slight positive,0.007871349978840418,0.06080663666048901,1.2380000000000002,3.193214681163796,-1
2017-09-22,667,DHFL,EQ,2017-09-22,595.4,586.9,587.9,560.1,561.0,568.2,575.79,5176957,2980822568.55,60569,1289300,24.9,2017,9,-4.57,Among top losers,-0.03186232748338717,0.04963399392965533,0.0640000000000002,4.111694297974985,-1
2017-09-25,672,DHFL,EQ,2017-09-25,568.2,562.9,565.55,520.0,525.0,524.55,532.7,8695439,4632069920.5,131574,3634203,41.79,2017,9,-7.68,Bear drop,-0.06812933025404161,0.08759615384615375,-2.6599999999999997,3.7405013033014725,1
2017-09-26,679,DHFL,EQ,2017-09-26,524.55,525.0,559.65,524.75,553.85,556.4,544.8,11497697,6263932743.35,120050,3170416,27.57,2017,9,6.07,Among top gainers,0.059809523809523764,0.06650786088613621,-1.69,5.30140075829021,-1
2017-09-27,689,DHFL,EQ,2017-09-27,556.4,559.0,560.0,520.0,529.2,525.55,538.49,5825402,3136921839.2,118699,1853506,31.82,2017,9,-5.54,Among top losers,-0.059838998211091315,0.07692307692307693,-2.1859999999999995,5.570792582747989,1
2017-09-28,695,DHFL,EQ,2017-09-28,525.55,531.0,538.0,512.65,536.75,534.35,531.85,4758109,2530616471.3,65099,1414775,29.73,2017,9,1.67,Positive,0.006308851224105504,0.04944894177313962,-2.0099999999999993,5.700706096616455,1
2017-09-29,700,DHFL,EQ,2017-09-29,534.35,538.85,559.55,538.85,554.75,549.65,553.27,4957207,2742661928.5,58131,1197142,24.15,2017,9,2.86,Positive,0.020042683492623094,0.038415143360860965,-0.5239999999999995,5.83340638049502,1
2017-10-03,707,DHFL,EQ,2017-10-03,549.65,561.15,562.1,546.0,548.85,549.7,552.58,7161529,3957342412.95,78384,3298870,46.06,2017,10,0.01,Slight,-0.02040452641896094,0.029487179487179528,1.0140000000000005,4.282642875608472,1
2017-10-04,712,DHFL,EQ,2017-10-04,549.7,553.0,560.0,545.2,557.8,553.85,554.07,4688610,2597811486.9,53367,1215817,25.93,2017,10,0.75,Slight positive,0.0015370705244123377,0.027146001467351345,-0.04999999999999964,3.248468870098651,1
2017-10-05,721,DHFL,EQ,2017-10-05,553.85,556.9,576.15,554.5,559.75,558.1,566.08,7114195,4027223949.35,96183,1691899,23.78,2017,10,0.77,Slight positive,0.0021547854192854113,0.03904418394950401,1.2120000000000004,1.0930782222695692,-1
2017-10-06,729,DHFL,EQ,2017-10-06,558.1,562.5,565.5,544.25,546.0,546.55,555.11,6214734,3449877643.8,107113,2455845,39.52,2017,10,-2.07,Negative,-0.028355555555555637,0.03904455672944419,0.4640000000000005,1.770841607823806,-1
2017-10-09,736,DHFL,EQ,2017-10-09,546.55,551.0,551.5,527.45,545.2,544.7,543.11,3587642,1948493228.8,56500,1182416,32.96,2017,10,-0.34,Slight,-0.01143375680580754,0.045596739027395874,-0.1759999999999995,1.1620154904303144,1
2017-10-10,743,DHFL,EQ,2017-10-10,544.7,548.0,558.0,547.1,551.25,551.55,552.82,3979626,2200030359.6,40472,1336967,33.6,2017,10,1.26,Positive,0.006478102189780939,0.019923231584719387,0.07400000000000051,1.3338028340050878,-1
2017-10-11,751,DHFL,EQ,2017-10-11,551.55,557.0,557.5,520.5,521.25,526.15,535.49,8233523,4408936479.75,92494,2208933,26.83,2017,10,-4.61,Among top losers,-0.055385996409335767,0.07108549471661864,-0.9979999999999996,2.3902447573418097,1
2017-10-12,758,DHFL,EQ,2017-10-12,526.15,528.2,543.7,523.65,531.15,532.0,533.03,7519111,4007896622.9,72638,1463313,19.46,2017,10,1.11,Positive,0.00719424460431646,0.038288933447913814,-0.9299999999999994,2.4570205534345875,1
2017-10-13,765,DHFL,EQ,2017-10-13,532.0,533.0,546.85,532.0,535.65,537.8,538.35,10918209,5877809151.25,102803,3150693,28.86,2017,10,1.09,Positive,0.009005628517823555,0.02791353383458651,-0.29799999999999943,2.4965716492822723,1
2017-10-16,771,DHFL,EQ,2017-10-16,537.8,541.0,564.9,538.35,564.45,558.25,550.23,14842280,8166679672.95,143529,2582409,17.4,2017,10,3.8,Among top gainers,0.03188539741219963,0.04931735859570902,0.5300000000000005,3.0941638612070954,1
2017-10-17,776,DHFL,EQ,2017-10-17,558.25,560.0,599.9,557.0,584.75,591.85,581.07,17675001,10270423813.65,154183,2981230,16.87,2017,10,6.02,Among top gainers,0.056875000000000044,0.07701974865350086,1.4820000000000004,3.9802977275575753,1
2017-10-18,782,DHFL,EQ,2017-10-18,591.85,586.0,607.9,584.4,597.9,602.5,598.84,11557153,6920912660.1,105314,1689782,14.62,2017,10,1.8,Positive,0.028156996587030716,0.04021218343600274,2.7640000000000007,2.129678379474232,-1
2017-10-19,790,DHFL,EQ,2017-10-19,602.5,598.0,610.5,585.25,588.5,594.35,602.81,3824258,2305308548.1,31101,825938,21.6,2017,10,-1.35,Negative,-0.006103678929765848,0.043143955574540795,2.272000000000001,2.7893135356212633,-1
2017-10-23,794,DHFL,EQ,2017-10-23,594.35,598.0,604.8,573.6,585.5,582.95,591.33,7375531,4361397502.95,56515,1012271,13.72,2017,10,-1.92,Negative,-0.025167224080267482,0.05439330543933042,1.670000000000001,3.372120994270519,1
2017-10-24,802,DHFL,EQ,2017-10-24,582.95,586.5,604.3,579.5,595.8,596.65,596.63,7910833,4719816195.85,67277,1330562,16.82,2017,10,2.35,Positive,0.01730605285592494,0.04279551337359785,1.380000000000001,3.201163850851749,-1
2017-10-25,809,DHFL,EQ,2017-10-25,596.65,599.8,602.4,568.8,581.4,577.8,577.57,9783883,5650868362.15,87000,2156481,22.04,2017,10,-3.16,Among top losers,-0.03667889296432144,0.05907172995780595,-0.45599999999999896,2.4092177153590755,1
