Date,Unnamed: 0,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend,pc_Open_Close,pc_High_Low,5_day_mean,5_day_std,Action
2018-04-03,1579,DHFL,EQ,2018-04-03,523.05,521.1,535.5,520.0,532.75,533.6,531.27,3507679,1863507272.75,30899,857590,24.45,2018,4,2.02,Positive,0.023987718288236422,0.02980769230769231,1.528000000000001,2.269090126019676,-1
2018-04-04,1588,DHFL,EQ,2018-04-04,533.6,535.45,543.3,518.2,519.0,521.35,530.0,4959051,2628288331.95,56634,1369980,27.63,2018,4,-2.3,Negative,-0.02633299094219819,0.04843689695098399,0.7720000000000009,2.8455526703963843,1
2018-04-05,1592,DHFL,EQ,2018-04-05,521.35,529.0,544.3,529.0,540.65,540.3,538.07,5282826,2842537923.05,44628,1737297,32.89,2018,4,3.63,Among top gainers,0.02136105860113413,0.028922495274101994,0.7320000000000008,2.792735218383582,-1
2018-04-06,1599,DHFL,EQ,2018-04-06,540.3,539.8,545.95,533.4,538.8,539.35,539.68,2768336,1494024861.85,25331,272799,9.85,2018,4,-0.18,Slight,-0.0008336420896627118,0.023528308961379956,1.1400000000000008,2.3707910072378775,-1
2018-04-09,1604,DHFL,EQ,2018-04-09,539.35,534.0,549.2,526.65,531.85,530.55,537.61,3754461,2018445423.9,39760,956848,25.49,2018,4,-1.63,Negative,-0.006460674157303456,0.042817810690211844,0.30800000000000083,2.4880856094596093,1
2018-04-10,1610,DHFL,EQ,2018-04-10,530.55,526.25,543.8,526.25,536.5,535.4,536.76,3506857,1882324451.45,42771,590669,16.84,2018,4,0.91,Slight positive,0.017387173396674543,0.033349168646080674,0.08600000000000083,2.3423983435786484,-1
2018-04-11,1615,DHFL,EQ,2018-04-11,535.4,539.0,539.45,526.9,530.6,531.0,531.59,2225173,1182879028.5,29582,622336,27.97,2018,4,-0.82,Slight negative,-0.014842300556586271,0.023818561396849628,0.38200000000000084,2.039428841612277,-1
2018-04-12,1622,DHFL,EQ,2018-04-12,531.0,530.5,539.0,526.0,527.9,527.4,531.85,5227649,2780334259.5,37880,1740563,33.3,2018,4,-0.68,Slight negative,-0.005843543826578743,0.024714828897338403,-0.4799999999999992,0.9354410724358849,1
2018-04-13,1628,DHFL,EQ,2018-04-13,527.4,530.7,549.4,528.0,545.55,547.55,541.95,8961743,4856845585.1,93843,3193927,35.64,2018,4,3.82,Among top gainers,0.03175051818353101,0.040530303030302986,0.3200000000000008,2.1621863934453,1
2018-04-16,1634,DHFL,EQ,2018-04-16,547.55,546.1,575.8,542.1,570.75,573.2,563.89,11510627,6490725009.7,93177,2386840,20.74,2018,4,4.68,Among top gainers,0.04962461087712877,0.06216565209370952,1.5820000000000007,2.5467665774467805,1
2018-04-17,1645,DHFL,EQ,2018-04-17,573.2,576.6,593.85,571.35,587.6,589.55,584.67,10918417,6383669690.05,69853,1287318,11.79,2018,4,2.85,Positive,0.02245924384321875,0.03938041480703597,1.9700000000000006,2.566495665299278,1
2018-04-18,1654,DHFL,EQ,2018-04-18,589.55,592.15,603.8,590.6,591.45,593.15,597.83,8249266,4931636487.85,71726,1566786,18.99,2018,4,0.61,Slight positive,0.001688761293591151,0.022350152387402525,2.2560000000000007,2.2362982806414675,-1
2018-04-19,1661,DHFL,EQ,2018-04-19,593.15,595.9,598.4,590.0,590.3,591.1,592.22,2697203,1597332469.4,24637,491843,18.24,2018,4,-0.35,Slight,-0.008055042792414759,0.014237288135593182,2.3220000000000005,2.13034504247551,-1
2018-04-20,1670,DHFL,EQ,2018-04-20,591.1,589.95,594.45,575.0,584.5,585.3,583.85,6078123,3548717923.15,33682,1376178,22.64,2018,4,-0.98,Slight negative,-0.00788202390033069,0.03382608695652182,1.3620000000000005,2.356092103462848,-1
2018-04-23,1675,DHFL,EQ,2018-04-23,585.3,587.0,600.0,577.35,581.15,581.35,591.61,4953546,2930550428.1,32937,1100285,22.21,2018,4,-0.67,Slight negative,-0.00962521294718906,0.03923096908287863,0.29200000000000054,1.5491997934417603,1
2018-04-24,1681,DHFL,EQ,2018-04-24,581.35,584.0,595.0,577.0,584.3,584.15,586.47,4367590,2561456326.8,36551,1298907,29.74,2018,4,0.48,Slight,0.0002568493150684542,0.03119584055459272,-0.1819999999999995,0.7015482877179552,1
2018-04-25,1689,DHFL,EQ,2018-04-25,584.15,585.3,618.2,584.45,610.0,609.15,607.92,10481596,6371965357.65,86555,1689932,16.12,2018,4,4.28,Among top gainers,0.040748334187596144,0.057746599366926166,0.5520000000000006,2.153896469192517,1
2018-04-26,1697,DHFL,EQ,2018-04-26,609.15,613.8,634.9,613.5,621.4,621.45,625.13,15995644,9999338276.7,80541,3640090,22.76,2018,4,2.02,Positive,0.012463343108504547,0.03488182559087201,1.0260000000000005,2.166513327907306,1
2018-04-27,1707,DHFL,EQ,2018-04-27,621.45,623.5,641.0,623.5,635.0,634.5,633.99,6312696,4002185229.3,47688,2112087,33.46,2018,4,2.1,Positive,0.01764234161988773,0.028067361668003207,1.6420000000000006,1.8713150456296732,1
2018-04-30,1715,DHFL,EQ,2018-04-30,634.5,639.3,658.65,637.4,641.0,641.0,646.28,10900320,7044662647.15,96946,1629764,14.95,2018,4,1.02,Positive,0.0026591584545597458,0.03333856291182931,1.9800000000000004,1.45581592242975,1
2018-05-02,1722,DHFL,EQ,2018-05-02,641.0,646.9,680.55,624.4,647.0,648.45,651.5,11956696,7789824951.35,114018,1590150,13.3,2018,5,1.16,Positive,0.0023960426650178825,0.08992632927610503,2.1160000000000005,1.3045612289195103,-1
2018-05-03,1731,DHFL,EQ,2018-05-03,648.45,645.4,653.0,625.0,631.15,631.5,636.31,7000904,4454728648.2,65145,1103347,15.76,2018,5,-2.61,Negative,-0.02153703129841955,0.0448,0.7380000000000004,1.9342492083493255,-1
2018-05-04,1739,DHFL,EQ,2018-05-04,631.5,638.0,639.0,626.15,626.7,627.65,632.14,3949566,2496688477.9,35294,542248,13.73,2018,5,-0.61,Slight negative,-0.016222570532915394,0.020522239080092666,0.21200000000000047,1.854419046494075,-1
2018-05-07,1745,DHFL,EQ,2018-05-07,627.65,631.8,634.85,621.65,627.4,627.5,627.76,2770835,1739409279.75,22883,529580,19.11,2018,5,-0.02,Slight,-0.006805951250395624,0.021233813238960904,-0.21199999999999958,1.5285516020075989,-1
2018-05-08,1750,DHFL,EQ,2018-05-08,627.5,633.55,634.0,621.1,623.4,622.95,626.92,3123695,1958318781.3,29068,1197934,38.35,2018,5,-0.73,Slight negative,-0.01673111830163351,0.0207696023184672,-0.5619999999999996,1.3678340542624308,1
2018-05-09,1754,DHFL,EQ,2018-05-09,622.95,623.1,631.8,621.0,626.8,625.15,626.2,2376471,1488148882.1,22256,887150,37.33,2018,5,0.35,Slight,0.0032900016048787585,0.017391304347826014,-0.7239999999999995,1.142269670436889,-1
2018-05-10,1761,DHFL,EQ,2018-05-10,625.15,627.8,634.95,620.35,621.65,623.85,626.69,4069389,2550245685.4,26376,658833,16.19,2018,5,-0.21,Slight,-0.006291812679197088,0.023535101152575195,-0.2439999999999995,0.43997727214027404,1
2018-05-11,1767,DHFL,EQ,2018-05-11,623.85,625.55,634.0,625.0,625.2,625.6,626.2,2613025,1636285802.05,14917,1026791,39.3,2018,5,0.28,Slight,7.992966189763922e-05,0.0144,-0.0659999999999995,0.43489079088892624,-1
2018-05-14,1774,DHFL,EQ,2018-05-14,625.6,627.4,631.0,625.0,625.2,625.2,626.05,2334780,1461691594.5,13627,695469,29.79,2018,5,-0.06,Slight,-0.0035065349059610006,0.0096,-0.0739999999999995,0.4342004145553017,-1
2018-05-15,1782,DHFL,EQ,2018-05-15,625.2,624.95,632.7,621.0,621.95,621.6,626.16,3835595,2401709677.1,31061,1223911,31.91,2018,5,-0.58,Slight negative,-0.00536042883430678,0.018840579710145,-0.043999999999999505,0.37924925840401535,-1
2018-05-16,1789,DHFL,EQ,2018-05-16,621.6,620.0,623.8,615.0,615.45,615.75,617.56,4265980,2634482183.55,20202,1091990,25.6,2018,5,-0.94,Slight negative,-0.0068548387096774195,0.01430894308943082,-0.3019999999999995,0.4717202560840451,1
2018-05-17,1796,DHFL,EQ,2018-05-17,615.75,615.0,623.0,614.0,621.3,617.5,618.34,3695266,2284925549.45,19636,1147386,31.05,2018,5,0.28,Slight,0.0040650406504065045,0.014657980456026058,-0.20399999999999952,0.5413686359588968,-1
2018-05-18,1803,DHFL,EQ,2018-05-18,617.5,624.9,629.0,611.0,613.7,614.0,616.58,3586816,2211551203.55,17471,1218673,33.98,2018,5,-0.57,Slight negative,-0.01744279084653541,0.029459901800327332,-0.37399999999999956,0.48153919881978197,1
2018-05-21,1810,DHFL,EQ,2018-05-21,614.0,619.8,626.4,592.1,614.0,614.6,612.83,6661955,4082652089.6,30654,1115617,16.75,2018,5,0.1,Slight,-0.008389803162310314,0.057929403816922735,-0.3419999999999995,0.511976561963531,-1
2018-05-22,1818,DHFL,EQ,2018-05-22,614.6,618.0,620.4,600.65,608.0,607.65,611.65,4866508,2976602019.35,22487,1073246,22.05,2018,5,-1.13,Negative,-0.016747572815534018,0.03288104553400483,-0.4519999999999994,0.62295264667549,-1
2018-05-23,1826,DHFL,EQ,2018-05-23,607.65,605.85,608.45,600.0,600.9,601.15,602.77,4118609,2482569570.85,19951,1279432,31.06,2018,5,-1.07,Negative,-0.007757695799290328,0.01408333333333341,-0.4779999999999995,0.6505151804531529,-1
2018-05-24,1835,DHFL,EQ,2018-05-24,601.15,606.25,608.5,600.0,600.5,601.0,601.38,2921608,1756994903.2,12825,1239587,42.43,2018,5,-0.02,Slight,-0.00865979381443299,0.014166666666666666,-0.5379999999999996,0.5722499453909965,1
2018-05-25,1839,DHFL,EQ,2018-05-25,601.0,601.95,623.7,601.05,617.85,615.05,610.91,6039843,3689800863.25,27823,1150923,19.06,2018,5,2.34,Positive,0.02176260486751376,0.03768405290741218,0.044000000000000414,1.405179703810155,1
2018-05-28,1844,DHFL,EQ,2018-05-28,615.05,618.3,639.35,618.3,628.6,630.0,631.64,3421727,2161285718.3,32303,710736,20.77,2018,5,2.43,Positive,0.01892285298398843,0.03404496199256036,0.5100000000000005,1.7679225096140363,-1
2018-05-29,1851,DHFL,EQ,2018-05-29,630.0,627.8,633.5,620.0,621.8,624.3,625.53,1994161,1247404257.3,24855,601096,30.14,2018,5,-0.9,Slight negative,-0.0055750238929595415,0.021774193548387097,0.5560000000000004,1.7168372083572725,-1
2018-05-30,1859,DHFL,EQ,2018-05-30,624.3,613.7,631.5,611.45,625.0,623.55,625.41,2880407,1801436091.9,31492,612432,21.26,2018,5,-0.12,Slight,0.01605018738797443,0.032790906860740786,0.7460000000000004,1.534822465303395,-1
2018-05-31,1866,DHFL,EQ,2018-05-31,623.55,628.8,641.95,610.0,610.2,613.15,625.04,9113410,5696249039.55,67662,2503848,27.47,2018,5,-1.67,Negative,-0.02488867684478368,0.05237704918032794,0.4160000000000005,1.8793961796279126,-1
2018-06-01,1873,DHFL,EQ,2018-06-01,613.15,613.0,623.1,606.25,608.9,609.9,614.31,5268183,3236277205.6,32893,1086367,20.62,2018,6,-0.53,Slight negative,-0.005057096247960885,0.027793814432989727,-0.15799999999999953,1.5551752312842424,-1
2018-06-04,1881,DHFL,EQ,2018-06-04,609.9,614.7,616.35,597.9,600.5,601.6,606.32,4346387,2635321882.2,34715,1186953,27.31,2018,6,-1.36,Negative,-0.021311208719700703,0.030858003010536955,-0.9159999999999997,0.6221977177714499,1
2018-06-05,1889,DHFL,EQ,2018-06-05,601.6,600.0,612.8,581.15,603.0,604.4,598.24,9074085,5428510134.05,72740,3274331,36.08,2018,6,0.47,Slight,0.007333333333333295,0.054460982534629575,-0.6419999999999997,0.8794714321682083,1
2018-06-06,1894,DHFL,EQ,2018-06-06,604.4,601.0,612.5,600.0,605.0,604.85,605.25,4099152,2481002647.75,43374,918325,22.4,2018,6,0.07,Slight,0.006405990016638973,0.020833333333333332,-0.6039999999999998,0.9111970149204832,1
2018-06-07,1905,DHFL,EQ,2018-06-07,604.85,609.5,622.5,605.0,617.0,616.85,612.68,5309151,3252825743.1,44242,1335617,25.16,2018,6,1.98,Positive,0.012059064807219069,0.028925619834710745,0.12600000000000025,1.2447208522395674,1
2018-06-08,1918,DHFL,EQ,2018-06-08,616.85,616.2,627.95,612.25,620.5,623.2,619.26,3558918,2203881475.95,45993,1078930,30.32,2018,6,1.03,Positive,0.011359948068808827,0.025643119640669735,0.4380000000000003,1.234653797629114,-1
2018-06-11,1931,DHFL,EQ,2018-06-11,623.2,622.0,628.0,615.05,615.6,619.3,623.57,3063942,1910572136.95,32386,1194395,38.98,2018,6,-0.63,Slight negative,-0.0043408360128618095,0.021055198764328178,0.5840000000000003,0.9872588313102054,1
2018-06-12,1939,DHFL,EQ,2018-06-12,619.3,619.0,627.0,616.15,621.0,621.75,622.75,3073588,1914091471.45,30622,738553,24.03,2018,6,0.4,Slight,0.0044426494345718905,0.017609348372961166,0.5700000000000003,0.9897727011794135,1
2018-06-13,1953,DHFL,EQ,2018-06-13,621.75,624.0,646.0,622.0,629.0,629.4,631.56,7874764,4973406776.75,68640,1479786,18.79,2018,6,1.23,Positive,0.008653846153846118,0.03858520900321544,0.8020000000000003,0.9791680141834656,-1
2018-06-14,1964,DHFL,EQ,2018-06-14,629.4,624.0,640.0,622.0,626.0,625.55,629.42,3916121,2464897764.95,39683,864683,22.08,2018,6,-0.61,Slight negative,0.002483974358974286,0.028938906752411574,0.28400000000000036,0.880272685024359,-1
2018-06-15,1977,DHFL,EQ,2018-06-15,625.55,627.8,634.0,613.15,624.75,625.55,626.11,6039136,3781133875.9,36342,1390401,23.02,2018,6,0.0,Slight,-0.0035839439311882767,0.03400472967463104,0.07800000000000033,0.776447036184694,-1
2018-06-18,1991,DHFL,EQ,2018-06-18,625.55,625.0,632.0,618.0,621.0,621.5,623.24,2199744,1370977468.65,18017,514631,23.4,2018,6,-0.65,Slight negative,-0.0056,0.022653721682847898,0.07400000000000033,0.7810441728865248,-1
2018-06-19,2000,DHFL,EQ,2018-06-19,621.5,618.0,621.5,612.0,612.9,613.95,614.91,2862223,1760001030.0,23231,1060887,37.07,2018,6,-1.21,Negative,-0.006553398058252354,0.015522875816993464,-0.2479999999999997,0.9306019557254311,1
2018-06-20,2012,DHFL,EQ,2018-06-20,613.95,615.5,634.7,613.0,629.5,628.85,623.72,5285342,3296561688.55,42913,554641,10.49,2018,6,2.43,Positive,0.021689683184402963,0.035399673735726014,-0.007999999999999651,1.4285727142851345,1
2018-06-21,2024,DHFL,EQ,2018-06-21,628.85,634.7,642.4,624.45,631.7,632.15,633.21,6295511,3986380018.9,57851,1390693,22.09,2018,6,0.52,Slight positive,-0.004017646132030988,0.028745295860357,0.21800000000000033,1.3985957242891869,1
2018-06-22,2032,DHFL,EQ,2018-06-22,632.15,634.95,642.0,622.3,639.9,637.75,632.11,4875780,3082016145.9,45615,908385,18.63,2018,6,0.89,Slight positive,0.004409796046932758,0.03165675719106548,0.39600000000000035,1.4203802307832907,-1
2018-06-25,2044,DHFL,EQ,2018-06-25,637.75,640.8,649.6,630.0,632.6,634.8,639.46,3116495,1992867979.65,30363,846428,27.16,2018,6,-0.46,Slight,-0.009363295880149813,0.03111111111111115,0.43400000000000033,1.3875626111999393,1
2018-06-26,2055,DHFL,EQ,2018-06-26,634.8,633.95,647.6,631.25,644.9,643.65,639.87,3472784,2222130578.75,31084,1052652,30.31,2018,6,1.39,Positive,0.015300891237479188,0.025900990099009938,0.9540000000000003,1.0677687015454196,-1
2018-06-27,2066,DHFL,EQ,2018-06-27,643.65,645.5,649.0,635.0,640.0,643.1,643.37,7341748,4723486542.55,49153,1819570,24.78,2018,6,-0.09,Slight,-0.0037180480247869514,0.02204724409448819,0.4500000000000003,0.7419231766160117,-1
