Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percentage_Dly_Qt_to_Traded_Qty,Year,Month,Day_Perc_Change,Trend
M&amp;M,EQ,2017-06-07,1411.45,1423.15,1451.1,1413.55,1430.0,1431.9,1438.06,1904689,2.73905716495E9,74038,1150446,60.4,2017,6,0.014488646427432814,Slight
M&amp;M,EQ,2017-06-08,1431.9,1433.5,1440.0,1410.1,1416.0,1417.5,1418.61,849201,1.20468331795E9,31059,542704,63.91,2017,6,-0.010056568196103143,Slight
M&amp;M,EQ,2017-06-09,1417.5,1418.0,1434.7,1414.1,1427.0,1426.7,1427.36,908631,1.2969421936E9,45358,678656,74.69,2017,6,0.006490299823633189,Slight
M&amp;M,EQ,2017-06-12,1426.7,1435.0,1458.95,1415.0,1425.0,1423.55,1436.19,1911487,2.74526244575E9,43194,1123387,58.77,2017,6,-0.0022078923389641067,Slight
M&amp;M,EQ,2017-06-13,1423.55,1433.0,1439.85,1414.0,1416.9,1417.65,1426.82,983018,1.40259246865E9,37872,624543,63.53,2017,6,-0.004144568157072013,Slight
M&amp;M,EQ,2017-06-14,1417.65,1430.0,1432.85,1401.1,1403.45,1405.2,1410.64,942385,1.32937057285E9,48226,625033,66.32,2017,6,-0.008782139456142238,Slight
M&amp;M,EQ,2017-06-15,1405.2,1409.0,1414.0,1378.85,1389.85,1387.65,1391.97,1567392,2.18176948615E9,44283,1157519,73.85,2017,6,-0.012489325362937627,Slight
M&amp;M,EQ,2017-06-16,1387.65,1398.2,1409.35,1383.3,1384.0,1387.3,1395.65,1650375,2.3033401914E9,41816,1308289,79.27,2017,6,-2.522249846864385E-4,Slight
M&amp;M,EQ,2017-06-19,1387.3,1393.0,1405.0,1383.75,1386.0,1388.25,1393.69,1112550,1.5505483336E9,41169,835879,75.13,2017,6,6.847833922007104E-4,Slight
M&amp;M,EQ,2017-06-20,1388.25,1394.6,1399.0,1385.0,1386.7,1389.45,1390.46,939704,1.3066221402E9,48781,737146,78.44,2017,6,8.643976229065698E-4,Slight
M&amp;M,EQ,2017-06-21,1389.45,1392.7,1395.4,1380.95,1383.0,1387.15,1386.75,1494718,2.07279283695E9,45285,1134404,75.89,2017,6,-0.0016553312461765118,Slight
M&amp;M,EQ,2017-06-22,1387.15,1385.0,1407.2,1381.7,1397.2,1396.3,1397.62,1128366,1.57703100375E9,39841,645065,57.17,2017,6,0.00659625851566151,Slight
M&amp;M,EQ,2017-06-23,1396.3,1400.0,1418.25,1370.1,1382.0,1376.2,1393.99,1220802,1.7017799382E9,48080,605566,49.6,2017,6,-0.014395187280670279,Slight
M&amp;M,EQ,2017-06-27,1376.2,1393.3,1394.5,1365.0,1368.95,1370.3,1379.19,1668109,2.30064042995E9,39979,1231722,73.84,2017,6,-0.004287167562854302,Slight
M&amp;M,EQ,2017-06-28,1370.3,1370.0,1375.0,1348.75,1353.0,1356.05,1358.35,827917,1.124602077E9,28578,524256,63.32,2017,6,-0.010399182660731227,Slight
M&amp;M,EQ,2017-06-29,1356.05,1360.0,1379.1,1352.15,1360.1,1355.65,1364.33,936894,1.2782346296E9,40064,603955,64.46,2017,6,-2.9497437410114935E-4,Slight
M&amp;M,EQ,2017-06-30,1355.65,1355.0,1358.85,1345.1,1355.0,1348.6,1349.78,954758,1.2887112243E9,24904,675209,70.72,2017,6,-0.0052004573451851005,Slight
M&amp;M,EQ,2017-07-03,1348.6,1356.0,1372.0,1343.0,1364.1,1366.45,1365.38,1023959,1.39809239175E9,27860,673334,65.76,2017,7,0.013235948390924023,Slight
M&amp;M,EQ,2017-07-04,1366.45,1365.0,1377.0,1351.7,1355.0,1355.15,1362.67,430180,5.861949391E8,18659,261784,60.85,2017,7,-0.008269603717662524,Slight
M&amp;M,EQ,2017-07-05,1355.15,1365.0,1395.4,1361.5,1383.0,1385.0,1384.49,1216606,1.6843733201E9,41595,570632,46.9,2017,7,0.022027081872855334,Slight
M&amp;M,EQ,2017-07-06,1385.0,1393.7,1393.7,1370.0,1370.95,1376.05,1384.15,780888,1.08086993275E9,32579,545196,69.82,2017,7,-0.006462093862815917,Slight
M&amp;M,EQ,2017-07-07,1376.05,1370.4,1393.85,1370.4,1376.0,1376.0,1383.17,658350,9.1060791925E8,29442,464666,70.58,2017,7,-3.63358889574903E-5,Slight
M&amp;M,EQ,2017-07-10,1376.0,1344.45,1400.0,1344.45,1366.0,1367.4,1367.34,436811,5.972704721E8,9688,351940,80.57,2017,7,-0.0062499999999999336,Slight
M&amp;M,EQ,2017-07-11,1367.4,1374.0,1395.0,1373.95,1390.0,1390.15,1390.85,2073421,2.88381227675E9,62838,1705292,82.25,2017,7,0.016637414070498756,Slight
M&amp;M,EQ,2017-07-12,1390.15,1395.0,1396.1,1375.0,1376.0,1376.7,1383.89,736026,1.01857824295E9,38796,515386,70.02,2017,7,-0.009675214904866414,Slight
M&amp;M,EQ,2017-07-13,1376.7,1369.7,1379.0,1366.05,1369.0,1370.4,1371.53,794838,1.0901443537E9,32543,604713,76.08,2017,7,-0.004576160383525789,Slight
M&amp;M,EQ,2017-07-14,1370.4,1377.95,1382.45,1369.0,1373.1,1375.55,1377.05,653673,9.001415832E8,19412,385533,58.98,2017,7,0.0037580268534733387,Slight
M&amp;M,EQ,2017-07-17,1375.55,1380.0,1405.4,1378.3,1381.95,1384.6,1393.96,1313078,1.8303837212E9,40678,705556,53.73,2017,7,0.006579186507215263,Slight
M&amp;M,EQ,2017-07-18,1384.6,1381.95,1401.95,1377.0,1383.5,1380.15,1385.23,822868,1.13986365065E9,21635,583077,70.86,2017,7,-0.003213924599162082,Slight
M&amp;M,EQ,2017-07-19,1380.15,1388.0,1393.0,1377.15,1381.25,1382.4,1383.72,1897894,2.62615265445E9,32733,1576431,83.06,2017,7,0.00163025758069775,Slight
M&amp;M,EQ,2017-07-20,1382.4,1387.0,1397.8,1381.3,1391.0,1393.45,1390.38,902218,1.2544240956E9,26288,636732,70.57,2017,7,0.007993344907407374,Slight
M&amp;M,EQ,2017-07-21,1393.45,1394.0,1398.0,1365.75,1382.5,1386.05,1382.3,700993,9.6898155895E8,25040,384806,54.89,2017,7,-0.005310560120564133,Slight
M&amp;M,EQ,2017-07-24,1386.05,1385.8,1391.95,1375.0,1390.0,1388.95,1386.45,580661,8.0505768325E8,17896,412851,71.1,2017,7,0.002092276613397851,Slight
M&amp;M,EQ,2017-07-25,1388.95,1391.2,1396.1,1386.3,1389.8,1389.8,1390.25,720938,1.00228259395E9,31303,524103,72.7,2017,7,6.119730731847144E-4,Slight
M&amp;M,EQ,2017-07-26,1389.8,1390.7,1420.2,1389.05,1413.5,1413.5,1410.26,1267793,1.78791780505E9,54494,808931,63.81,2017,7,0.01705281335443952,Slight
M&amp;M,EQ,2017-07-27,1413.5,1420.0,1423.75,1395.0,1402.0,1398.2,1404.81,1933565,2.7162918963E9,54857,1556956,80.52,2017,7,-0.010824195259992894,Slight
M&amp;M,EQ,2017-07-28,1398.2,1398.0,1398.0,1376.25,1383.1,1392.2,1389.58,401658,5.5813535655E8,24883,207552,51.67,2017,7,-0.004291231583464454,Slight
M&amp;M,EQ,2017-07-31,1392.2,1393.3,1409.0,1380.1,1406.0,1403.3,1397.12,510904,7.137942192E8,22932,260406,50.97,2017,7,0.007972992386151349,Slight
M&amp;M,EQ,2017-08-01,1403.3,1415.0,1433.4,1403.3,1429.95,1429.25,1423.41,1941740,2.763895765E9,34253,1415781,72.91,2017,8,0.01849212570369846,Slight
M&amp;M,EQ,2017-08-02,1429.25,1430.6,1433.65,1408.3,1410.0,1414.6,1419.34,476469,6.762727241E8,21874,236693,49.68,2017,8,-0.010250131187685913,Slight
M&amp;M,EQ,2017-08-03,1414.6,1418.4,1421.65,1404.1,1416.55,1416.5,1413.36,563019,7.957473803E8,31095,285835,50.77,2017,8,0.0013431358687968973,Slight
M&amp;M,EQ,2017-08-04,1416.5,1420.0,1424.4,1395.1,1419.0,1418.05,1406.9,2237324,3.14768873805E9,49015,1082782,48.4,2017,8,0.0010942463819272534,Slight
M&amp;M,EQ,2017-08-07,1418.05,1390.0,1430.0,1384.95,1401.0,1400.75,1409.03,1493977,2.1050632293E9,46100,774724,51.86,2017,8,-0.012199851909312052,Slight
M&amp;M,EQ,2017-08-08,1400.75,1400.05,1416.55,1390.25,1399.7,1400.0,1400.99,852827,1.19480252535E9,33833,486755,57.08,2017,8,-5.354274495805819E-4,Slight
M&amp;M,EQ,2017-08-09,1400.0,1397.5,1406.6,1384.4,1390.0,1392.3,1395.81,771111,1.0763272806E9,32601,529597,68.68,2017,8,-0.005500000000000033,Slight
M&amp;M,EQ,2017-08-10,1392.3,1386.0,1395.8,1380.0,1395.0,1387.05,1386.52,816173,1.1316397119E9,35937,529156,64.83,2017,8,-0.003770739064856712,Slight
M&amp;M,EQ,2017-08-11,1387.05,1380.0,1386.1,1340.0,1350.0,1348.05,1359.31,1126510,1.53127505495E9,37921,718583,63.79,2017,8,-0.028117227208824484,Slight
M&amp;M,EQ,2017-08-14,1348.05,1354.7,1370.9,1347.6,1356.15,1355.75,1357.06,685342,9.300468543E8,50845,404763,59.06,2017,8,0.005711954304365599,Slight
M&amp;M,EQ,2017-08-16,1355.75,1361.9,1376.45,1348.35,1368.0,1371.2,1366.59,744908,1.01798638525E9,43408,512155,68.75,2017,8,0.011395906324912443,Slight
M&amp;M,EQ,2017-08-17,1371.2,1372.0,1374.95,1358.6,1366.25,1367.0,1368.03,611537,8.366004078E8,40013,385840,63.09,2017,8,-0.0030630105017503246,Slight
M&amp;M,EQ,2017-08-18,1367.0,1364.0,1379.5,1360.65,1371.0,1370.0,1370.83,678855,9.305927938E8,45903,470264,69.27,2017,8,0.0021945866861741038,Slight
M&amp;M,EQ,2017-08-21,1370.0,1370.2,1392.95,1370.15,1378.55,1378.65,1380.28,702542,9.697032113E8,42318,478521,68.11,2017,8,0.006313868613138753,Slight
M&amp;M,EQ,2017-08-22,1378.65,1382.7,1385.8,1371.0,1373.2,1374.65,1376.84,292349,4.025172193E8,15230,152245,52.08,2017,8,-0.002901389040002901,Slight
M&amp;M,EQ,2017-08-23,1374.65,1378.0,1387.0,1367.05,1375.0,1374.2,1374.93,789242,1.08515622255E9,14913,575716,72.95,2017,8,-3.273560542683923E-4,Slight
M&amp;M,EQ,2017-08-24,1374.2,1375.0,1383.0,1367.8,1376.3,1375.15,1374.92,790046,1.0862517636E9,32240,580275,73.45,2017,8,6.913113083976462E-4,Slight
M&amp;M,EQ,2017-08-28,1375.15,1380.0,1380.45,1366.5,1372.75,1373.05,1372.5,1035223,1.42084010355E9,26502,880571,85.06,2017,8,-0.0015271061338764035,Slight
M&amp;M,EQ,2017-08-29,1373.05,1375.25,1379.0,1367.05,1375.0,1376.95,1374.84,537856,7.394664099E8,16638,337557,62.76,2017,8,0.002840391828411268,Slight
M&amp;M,EQ,2017-08-30,1376.95,1385.0,1388.55,1353.85,1360.0,1358.15,1376.14,1055176,1.4520747084E9,26166,720286,68.26,2017,8,-0.01365336431969204,Slight
M&amp;M,EQ,2017-08-31,1358.15,1358.0,1360.3,1333.0,1344.1,1344.8,1344.66,1558002,2.0949887542E9,67121,1021371,65.56,2017,8,-0.009829547546294691,Slight
M&amp;M,EQ,2017-09-01,1344.8,1344.8,1351.65,1336.9,1346.8,1347.6,1344.64,1087301,1.4620279168E9,44840,613120,56.39,2017,9,0.0020820939916715905,Slight
M&amp;M,EQ,2017-09-04,1347.6,1348.0,1348.0,1324.1,1326.35,1328.3,1333.51,407303,5.4314276595E8,28007,182255,44.75,2017,9,-0.014321757197981564,Slight
M&amp;M,EQ,2017-09-05,1328.3,1329.05,1331.45,1313.45,1325.0,1324.65,1321.6,773888,1.0227677474E9,27611,338504,43.74,2017,9,-0.002747873221410723,Slight
M&amp;M,EQ,2017-09-06,1324.65,1321.4,1324.65,1310.0,1316.8,1316.55,1318.52,649266,8.560684322E8,32912,376681,58.02,2017,9,-0.006114822783376843,Slight
M&amp;M,EQ,2017-09-07,1316.55,1318.65,1343.0,1318.65,1342.0,1339.95,1334.0,1164341,1.553229848E9,37645,826666,71.0,2017,9,0.01777372678591781,Slight
M&amp;M,EQ,2017-09-08,1339.95,1345.0,1346.85,1288.2,1294.95,1295.4,1306.25,1969487,2.57263990905E9,89869,1001226,50.84,2017,9,-0.0332475092354192,Slight
M&amp;M,EQ,2017-09-11,1295.4,1300.0,1330.0,1278.0,1282.6,1280.2,1291.07,1665419,2.1501774482E9,68418,1151845,69.16,2017,9,-0.01173382738922344,Slight
M&amp;M,EQ,2017-09-12,1280.2,1284.0,1304.9,1278.95,1300.0,1300.75,1292.99,1061452,1.37244191795E9,39769,532150,50.13,2017,9,0.016052179346977,Slight
M&amp;M,EQ,2017-09-13,1300.75,1310.0,1320.05,1303.0,1308.0,1307.35,1316.46,2388029,3.1437363368E9,35552,1893940,79.31,2017,9,0.005073995771670121,Slight
M&amp;M,EQ,2017-09-14,1307.35,1313.0,1313.0,1288.25,1294.0,1290.75,1294.82,715922,9.269918254E8,25326,389372,54.39,2017,9,-0.012697441389069423,Slight
M&amp;M,EQ,2017-09-15,1290.75,1290.0,1304.0,1285.0,1286.0,1294.25,1294.37,840187,1.08751207715E9,31964,598791,71.27,2017,9,0.0027116017819097424,Slight
M&amp;M,EQ,2017-09-18,1294.25,1301.0,1306.2,1291.0,1293.4,1295.0,1299.48,651221,8.462468736E8,27283,371626,57.07,2017,9,5.794861889124976E-4,Slight
M&amp;M,EQ,2017-09-19,1295.0,1304.0,1304.7,1288.1,1294.05,1294.75,1296.38,487526,6.320207515E8,17824,253733,52.05,2017,9,-1.9305019305019305E-4,Slight
M&amp;M,EQ,2017-09-20,1294.75,1300.1,1306.2,1289.6,1289.65,1292.45,1295.96,838237,1.0863250163E9,35420,500993,59.77,2017,9,-0.0017764047113341993,Slight
M&amp;M,EQ,2017-09-21,1292.45,1293.5,1296.65,1280.1,1291.0,1291.45,1290.25,485105,6.2590478055E8,18723,274974,56.68,2017,9,-7.737243220240628E-4,Slight
M&amp;M,EQ,2017-09-22,1291.45,1288.0,1297.0,1281.55,1285.45,1287.15,1287.01,858496,1.10489345395E9,33180,631537,73.56,2017,9,-0.0033295907700646205,Slight
M&amp;M,EQ,2017-09-25,1287.15,1282.6,1292.0,1246.0,1262.0,1260.0,1262.77,1145208,1.4461336389E9,67063,757153,66.11,2017,9,-0.021093112690828645,Slight
M&amp;M,EQ,2017-09-26,1260.0,1265.3,1265.45,1242.35,1246.5,1247.15,1251.65,657247,8.226451869E8,56194,443124,67.42,2017,9,-0.010198412698412627,Slight
M&amp;M,EQ,2017-09-27,1247.15,1253.0,1255.4,1224.0,1236.25,1232.0,1237.82,710275,8.7919519625E8,33381,451389,63.55,2017,9,-0.01214769674858685,Slight
M&amp;M,EQ,2017-09-28,1232.0,1232.0,1249.0,1225.0,1228.0,1230.55,1237.94,1541084,1.9077719289E9,58370,1175615,76.28,2017,9,-0.0011769480519480888,Slight
M&amp;M,EQ,2017-09-29,1230.55,1231.0,1260.5,1231.0,1258.0,1254.25,1249.84,1216715,1.52069396985E9,46670,896825,73.71,2017,9,0.019259680630612366,Slight
M&amp;M,EQ,2017-10-03,1254.25,1265.0,1291.45,1252.75,1257.05,1264.3,1276.39,1785354,2.2788046705E9,52181,1045836,58.58,2017,10,0.008012756627466578,Slight
M&amp;M,EQ,2017-10-04,1264.3,1264.0,1291.8,1256.25,1287.0,1288.75,1279.51,1178243,1.5075718132E9,31204,645967,54.82,2017,10,0.019338764533734117,Slight
M&amp;M,EQ,2017-10-05,1288.75,1310.0,1316.0,1293.0,1297.0,1300.75,1308.66,2106398,2.7565684973E9,64582,1142718,54.25,2017,10,0.009311348205625606,Slight
M&amp;M,EQ,2017-10-06,1300.75,1309.9,1321.2,1299.25,1300.0,1303.0,1309.88,912947,1.1958488982E9,22186,491559,53.84,2017,10,0.0017297712857966558,Slight
M&amp;M,EQ,2017-10-09,1303.0,1301.05,1312.9,1299.0,1304.9,1304.85,1305.55,417682,5.453032366E8,15609,242162,57.98,2017,10,0.0014198004604757553,Slight
M&amp;M,EQ,2017-10-10,1304.85,1318.0,1319.0,1301.15,1304.9,1305.1,1309.48,693721,9.084169528E8,39154,425714,61.37,2017,10,1.915929033988581E-4,Slight
M&amp;M,EQ,2017-10-11,1305.1,1309.0,1330.25,1306.0,1316.0,1319.45,1322.88,1642780,2.1732009843E9,45357,1219364,74.23,2017,10,0.010995326028656913,Slight
M&amp;M,EQ,2017-10-12,1319.45,1320.25,1341.6,1314.15,1337.45,1338.15,1335.27,824166,1.10048171175E9,17354,510851,61.98,2017,10,0.014172571904960435,Slight
M&amp;M,EQ,2017-10-13,1338.15,1338.0,1345.65,1323.0,1325.0,1325.3,1331.48,541640,7.211815064E8,15670,342186,63.18,2017,10,-0.009602809849419075,Slight
M&amp;M,EQ,2017-10-16,1325.3,1338.9,1375.9,1330.3,1367.0,1368.6,1361.86,1170290,1.59376896315E9,37450,606621,51.84,2017,10,0.03267184788349804,Slight
M&amp;M,EQ,2017-10-17,1368.6,1373.9,1375.5,1343.5,1371.3,1373.35,1367.16,1023744,1.39962319385E9,49939,643721,62.88,2017,10,0.0034706999853865265,Slight
M&amp;M,EQ,2017-10-18,1373.35,1372.0,1378.5,1362.2,1364.0,1370.55,1373.41,598422,8.2187851235E8,24670,328139,54.83,2017,10,-0.00203881020861394,Slight
M&amp;M,EQ,2017-10-19,1370.55,1366.75,1379.0,1360.1,1376.8,1375.75,1374.62,175195,2.4082613835E8,4034,91902,52.46,2017,10,0.003794097260224031,Slight
M&amp;M,EQ,2017-10-23,1375.75,1380.0,1393.95,1346.6,1362.0,1367.05,1368.16,599664,8.204360145E8,28670,227193,37.89,2017,10,-0.006323823369071449,Slight
M&amp;M,EQ,2017-10-24,1367.05,1360.55,1365.9,1346.95,1354.0,1350.65,1354.56,390953,5.295711646E8,29196,214487,54.86,2017,10,-0.01199663509015754,Slight
M&amp;M,EQ,2017-10-25,1350.65,1354.0,1373.6,1348.95,1371.8,1364.7,1362.15,664152,9.0467778645E8,36269,445599,67.09,2017,10,0.010402398845000521,Slight
M&amp;M,EQ,2017-10-26,1364.7,1374.45,1380.7,1364.5,1373.5,1372.95,1373.94,1652089,2.26986367495E9,69948,1296615,78.48,2017,10,0.0060452846779511975,Slight
M&amp;M,EQ,2017-10-27,1372.95,1372.95,1390.7,1371.55,1380.75,1387.7,1383.54,774542,1.0716088677E9,32137,472146,60.96,2017,10,0.010743289995994026,Slight
M&amp;M,EQ,2017-10-30,1387.7,1388.0,1392.65,1370.05,1372.1,1374.75,1379.19,563034,7.7652843355E8,28872,367173,65.21,2017,10,-0.009331988181883724,Slight
M&amp;M,EQ,2017-10-31,1374.75,1378.0,1378.0,1342.1,1346.0,1344.8,1352.32,799728,1.08148826675E9,37278,521272,65.18,2017,10,-0.021785779232587777,Slight
M&amp;M,EQ,2017-11-01,1344.8,1347.25,1363.2,1336.0,1352.8,1350.75,1349.99,1965358,2.65321239935E9,59092,1330675,67.71,2017,11,0.004424449732302235,Slight
M&amp;M,EQ,2017-11-02,1350.75,1343.0,1349.4,1331.05,1336.0,1335.35,1335.93,870329,1.1626952112E9,24893,674288,77.48,2017,11,-0.011401073477697643,Slight
M&amp;M,EQ,2017-11-03,1335.35,1339.0,1342.95,1320.1,1332.2,1330.75,1329.04,1084381,1.4411849129E9,25495,769630,70.97,2017,11,-0.0034447897554947464,Slight
M&amp;M,EQ,2017-11-06,1330.75,1347.85,1377.7,1343.3,1370.5,1366.15,1363.74,2575346,3.5121018799E9,90250,1684041,65.39,2017,11,0.026601540484689153,Slight
M&amp;M,EQ,2017-11-07,1366.15,1380.0,1382.0,1348.0,1353.8,1353.75,1369.2,2213662,3.030937751E9,31165,1683864,76.07,2017,11,-0.00907660213007363,Slight
M&amp;M,EQ,2017-11-08,1353.75,1361.0,1375.0,1354.0,1373.95,1367.0,1367.72,685509,9.3758505335E8,42629,446174,65.09,2017,11,0.009787626962142198,Slight
M&amp;M,EQ,2017-11-09,1367.0,1373.0,1380.05,1340.0,1360.05,1361.3,1358.06,484257,6.576518142E8,34443,241422,49.85,2017,11,-0.00416971470373083,Slight
M&amp;M,EQ,2017-11-10,1361.3,1362.1,1412.15,1347.2,1395.0,1392.95,1384.33,2969900,4.11132858875E9,77163,972493,32.74,2017,11,0.023249834716814875,Slight
M&amp;M,EQ,2017-11-13,1392.95,1408.0,1431.75,1408.0,1411.0,1411.2,1421.09,3238115,4.60164331135E9,109683,2116416,65.36,2017,11,0.013101690656520334,Slight
M&amp;M,EQ,2017-11-14,1411.2,1419.0,1438.2,1415.05,1424.9,1429.6,1426.53,1796055,2.5621245178E9,74649,1281511,71.35,2017,11,0.01303854875283437,Slight
M&amp;M,EQ,2017-11-15,1429.6,1429.0,1429.0,1407.0,1416.05,1415.25,1414.29,997036,1.41009722655E9,39787,610450,61.23,2017,11,-0.010037772803581358,Slight
M&amp;M,EQ,2017-11-16,1415.25,1415.05,1426.0,1408.0,1414.05,1413.95,1417.43,872446,1.2366278063E9,21237,484207,55.5,2017,11,-9.185656244479453E-4,Slight
M&amp;M,EQ,2017-11-17,1413.95,1425.0,1425.0,1412.0,1413.95,1416.75,1420.39,1448440,2.0573462507E9,32485,1196400,82.6,2017,11,0.001980268043424417,Slight
M&amp;M,EQ,2017-11-20,1416.75,1419.75,1420.05,1400.1,1404.9,1408.0,1406.64,1264801,1.77912354245E9,59511,1004920,79.45,2017,11,-0.0061761072878066,Slight
M&amp;M,EQ,2017-11-21,1408.0,1420.0,1422.0,1408.2,1415.0,1416.0,1415.99,853763,1.2089190551E9,31579,589156,69.01,2017,11,0.005681818181818182,Slight
M&amp;M,EQ,2017-11-22,1416.0,1424.0,1441.8,1419.6,1432.5,1429.5,1433.89,1439617,2.06425957825E9,62309,899704,62.5,2017,11,0.009533898305084746,Slight
M&amp;M,EQ,2017-11-23,1429.5,1434.4,1434.4,1412.55,1420.0,1418.65,1422.43,490011,6.9700538465E8,21098,281397,57.43,2017,11,-0.007590066456803014,Slight
M&amp;M,EQ,2017-11-24,1418.65,1425.0,1439.9,1420.05,1435.35,1434.1,1433.31,966558,1.3853799185E9,24730,595485,61.61,2017,11,0.010890635463292438,Slight
M&amp;M,EQ,2017-11-27,1434.1,1435.0,1444.0,1425.05,1431.9,1431.0,1430.26,867582,1.240868592E9,26757,587919,67.77,2017,11,-0.0021616344745832993,Slight
M&amp;M,EQ,2017-11-28,1431.0,1432.65,1441.45,1426.8,1436.8,1435.0,1434.43,743580,1.06661499405E9,28246,527833,70.99,2017,11,0.002795248078266946,Slight
M&amp;M,EQ,2017-11-29,1435.0,1438.95,1443.1,1430.0,1431.0,1433.4,1434.48,691787,9.923578503E8,34587,469904,67.93,2017,11,-0.0011149825783971492,Slight
M&amp;M,EQ,2017-11-30,1433.4,1430.0,1430.0,1400.55,1407.1,1406.55,1409.45,2683675,3.78250234485E9,96875,1882881,70.16,2017,11,-0.018731686898283896,Slight
M&amp;M,EQ,2017-12-01,1406.55,1414.0,1426.95,1406.0,1409.0,1409.4,1415.77,1077343,1.5252664087E9,30037,573714,53.25,2017,12,0.002026234403327387,Slight
M&amp;M,EQ,2017-12-04,1409.4,1420.0,1420.0,1392.75,1400.5,1401.0,1400.7,1462814,2.04895836315E9,39083,1098744,75.11,2017,12,-0.005959982971477288,Slight
M&amp;M,EQ,2017-12-05,1401.0,1400.0,1409.35,1383.0,1387.8,1388.2,1395.18,1299621,1.8132076571E9,42554,1060452,81.6,2017,12,-0.009136331192005678,Slight
M&amp;M,EQ,2017-12-06,1388.2,1387.0,1392.4,1363.45,1368.7,1367.45,1374.94,1184822,1.6290584762E9,60137,889587,75.08,2017,12,-0.014947413917302982,Slight
M&amp;M,EQ,2017-12-07,1367.45,1376.8,1382.5,1368.1,1380.0,1379.55,1375.48,1556860,2.1414331671E9,47232,1246870,80.09,2017,12,0.008848586785622808,Slight
M&amp;M,EQ,2017-12-08,1379.55,1386.7,1393.65,1379.4,1387.0,1388.15,1387.23,1199696,1.66425978175E9,38460,928249,77.37,2017,12,0.006233916856946205,Slight
