Date,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend,Volatility,21_day_SMA,34_day_SMA,Trade_Call,14_day_SMA,14_day_STD,14_day_bollinger_upper,14_day_bollinger_lower
2017-06-15,DRREDDY,EQ,2017-06-15,2669.3,2662.7,2720.95,2655.0,2699.0,2700.5,2700.86,694652,1876156210.65,24980,433148,62.35,2017,6,1.17,Positive,0.03965633242520222,2567.066666666667,,HODL,2573.282142857144,77.02320980653263,2727.3285624702094,2419.235723244079
2017-06-16,DRREDDY,EQ,2017-06-16,2700.5,2714.2,2718.15,2631.0,2680.1,2682.6,2669.56,370538,989172133.85,32227,144362,38.96,2017,6,-0.66,Slight negative,0.040887823596372934,2567.240476190477,,HODL,2591.62142857143,69.40905425941799,2730.4395370902657,2452.8033200525942
2017-06-19,DRREDDY,EQ,2017-06-19,2682.6,2672.0,2672.0,2640.55,2649.0,2657.45,2655.97,441803,1173416345.75,21981,261404,59.17,2017,6,-0.94,Slight negative,0.02490843649212074,2567.2880952380956,,HODL,2604.200000000001,63.601853504680065,2731.4037070093614,2476.996292990641
2017-06-20,DRREDDY,EQ,2017-06-20,2657.45,2660.35,2695.0,2653.6,2675.1,2676.05,2671.83,196527,525086116.0,18333,69880,35.56,2017,6,0.7,Slight positive,0.025001277120120503,2570.495238095239,,HODL,2615.0714285714303,61.793211956945854,2738.657852485322,2491.4850046575384
2017-06-21,DRREDDY,EQ,2017-06-21,2676.05,2675.0,2695.0,2655.75,2686.0,2687.05,2678.4,179216,480012286.55,24341,87975,49.09,2017,6,0.41,Slight,0.02491652855480322,2575.6190476190486,,HODL,2626.803571428573,58.42754047761806,2743.658652383809,2509.9484904733367
2017-06-22,DRREDDY,EQ,2017-06-22,2687.05,2690.1,2699.9,2618.55,2633.0,2635.6,2659.3,171787,456833415.15,15252,59192,34.46,2017,6,-1.91,Negative,0.033498632062711586,2581.2761904761915,,HODL,2632.59642857143,54.60267485799849,2741.8017782874267,2523.391078855433
2017-06-23,DRREDDY,EQ,2017-06-23,2635.6,2636.1,2659.4,2614.8,2644.0,2643.7,2639.23,232808,614434704.7,17366,105438,45.29,2017,6,0.31,Slight,0.028538618396755082,2591.5619047619057,,HODL,2640.3000000000015,46.9790992807516,2734.2581985615047,2546.3418014384984
2017-06-27,DRREDDY,EQ,2017-06-27,2643.7,2630.25,2670.0,2630.25,2646.1,2653.1,2653.13,265871,705389825.5,28765,135361,50.91,2017,6,0.36,Slight,0.02517204933597445,2602.928571428572,,HODL,2647.7142857142867,39.03125191911685,2725.7767895525203,2569.651781876053
2017-06-28,DRREDDY,EQ,2017-06-28,2653.1,2631.0,2664.7,2625.15,2648.0,2651.75,2646.54,191968,508051841.4,20324,94151,49.05,2017,6,-0.05,Slight,0.02473768383921503,2613.685714285715,,HODL,2655.650000000001,23.981675696887947,2703.613351393777,2607.686648606225
2017-06-29,DRREDDY,EQ,2017-06-29,2651.75,2651.2,2666.95,2640.05,2655.0,2651.5,2651.63,181588,481503495.2,20449,78460,43.21,2017,6,-0.01,Slight,0.023021711758018114,2621.788095238096,,HODL,2656.739285714287,23.371285624846976,2703.4818569639806,2609.996714464593
2017-06-30,DRREDDY,EQ,2017-06-30,2651.5,2650.0,2711.0,2645.0,2690.5,2690.1,2687.15,327643,880426100.25,24633,142471,43.48,2017,6,1.46,Positive,0.02675151685908048,2629.7047619047626,2608.0617647058834,BUY,2661.1178571428577,23.47625319947039,2708.0703635417985,2614.165350743917
2017-07-03,DRREDDY,EQ,2017-07-03,2690.1,2700.0,2706.1,2665.0,2675.3,2682.55,2677.64,144646,387309279.5,17660,62782,43.4,2017,7,-0.28,Slight,0.026644616216783563,2637.3119047619057,2608.2602941176483,HODL,2664.853571428572,22.319157554799656,2709.4918865381715,2620.215256318973
2017-07-04,DRREDDY,EQ,2017-07-04,2682.55,2668.1,2676.1,2610.3,2621.8,2623.7,2633.3,264253,695856474.3,17098,108822,41.18,2017,7,-2.19,Negative,0.029002225311421784,2640.6071428571436,2605.307352941177,HODL,2664.6392857142864,22.724369996947516,2710.0880257081812,2619.1905457203916
2017-07-05,DRREDDY,EQ,2017-07-05,2623.7,2621.5,2669.0,2621.5,2665.05,2664.95,2647.3,181326,480023556.75,14235,60559,33.4,2017,7,1.57,Positive,0.03330719668783188,2646.7547619047627,2603.191176470589,HODL,2664.3285714285716,22.685446997897838,2709.699465424367,2618.957677432776
2017-07-06,DRREDDY,EQ,2017-07-06,2664.95,2664.95,2679.0,2642.1,2676.55,2667.9,2661.82,124936,332557419.2,14248,46720,37.4,2017,7,0.11,Slight,0.03319605293601494,2652.4023809523815,2602.866176470589,HODL,2662.0000000000005,20.226895651390368,2702.453791302781,2621.5462086972198
2017-07-07,DRREDDY,EQ,2017-07-07,2667.9,2669.8,2729.5,2667.25,2705.0,2705.4,2714.59,284992,773636376.95,20834,68284,23.96,2017,7,1.41,Positive,0.035601973133233954,2660.2476190476195,2604.305882352942,HODL,2663.6285714285723,22.77097270215146,2709.1705168328754,2618.086626024269
2017-07-10,DRREDDY,EQ,2017-07-10,2705.4,2733.3,2745.5,2700.0,2722.0,2726.2,2733.17,40393,110400852.95,2475,14180,35.11,2017,7,0.77,Slight positive,0.03567781904201841,2664.530952380953,2607.7617647058833,HODL,2668.5392857142865,28.120784665789635,2724.780855045866,2612.297716382707
2017-07-11,DRREDDY,EQ,2017-07-11,2726.2,2730.0,2732.4,2683.0,2689.9,2691.25,2713.1,160926,436608091.55,16488,78741,48.93,2017,7,-1.28,Negative,0.03676317047129778,2667.5047619047623,2611.0500000000006,HODL,2669.6250000000005,28.720113228294963,2727.0652264565906,2612.1847735434103
2017-07-12,DRREDDY,EQ,2017-07-12,2691.25,2693.85,2721.45,2668.65,2683.0,2690.1,2694.86,213175,574477093.25,12948,105858,49.66,2017,7,-0.04,Slight,0.03661707978604215,2670.354761904762,2616.14705882353,HODL,2669.842857142857,28.873616231529486,2727.590089605916,2612.095624679798
2017-07-13,DRREDDY,EQ,2017-07-13,2690.1,2693.25,2719.75,2683.0,2691.0,2694.0,2701.55,137183,370606244.0,13427,50096,36.52,2017,7,0.14,Slight,0.02577193647929725,2673.5595238095243,2623.979411764707,HODL,2674.014285714286,27.74235465417758,2729.4989950226413,2618.5295764059306
2017-07-14,DRREDDY,EQ,2017-07-14,2694.0,2699.15,2725.0,2686.4,2700.0,2703.0,2704.52,195286,528154103.95,9780,94145,48.21,2017,7,0.33,Slight,0.021766708204078788,2675.164285714286,2632.4676470588247,HODL,2678.2500000000005,27.28106556682614,2732.8121311336527,2623.6878688663483
2017-07-17,DRREDDY,EQ,2017-07-17,2703.0,2697.4,2703.7,2682.3,2696.0,2697.25,2696.48,201896,544407643.35,7956,135481,67.1,2017,7,-0.21,Slight,0.022167868810401285,2675.009523809524,2640.4500000000007,HODL,2681.403571428572,26.695695881009676,2734.7949631905913,2628.0121796665526
2017-07-18,DRREDDY,EQ,2017-07-18,2697.25,2690.0,2743.3,2687.55,2722.0,2718.95,2727.53,301108,821281939.15,21104,95132,31.59,2017,7,0.8,Slight positive,0.018782095185112202,2676.7404761904763,2647.4382352941184,HODL,2686.2035714285716,26.993478302713235,2740.190528033998,2632.2166148231454
2017-07-19,DRREDDY,EQ,2017-07-19,2718.95,2723.0,2784.8,2720.35,2780.0,2774.0,2761.79,364602,1006955811.1,21326,170760,46.83,2017,7,2.02,Positive,0.026724842168437884,2682.2904761904765,2654.7955882352944,HODL,2694.9535714285716,33.85991767156554,2762.6734067717025,2627.233736085441
2017-07-20,DRREDDY,EQ,2017-07-20,2774.0,2774.95,2778.4,2742.3,2746.0,2750.1,2757.08,187889,518025590.7,13578,105088,55.93,2017,7,-0.86,Slight negative,0.024110394627860625,2685.8166666666666,2661.480882352942,HODL,2699.2392857142863,36.862374910819945,2772.964035535926,2625.5145358926466
2017-07-21,DRREDDY,EQ,2017-07-21,2750.1,2738.0,2780.0,2727.0,2758.1,2762.55,2755.38,282516,778439475.55,16207,104516,36.99,2017,7,0.45,Slight,0.023764050098113578,2689.4119047619047,2667.600000000001,HODL,2704.9535714285716,40.13191931370968,2785.217410055991,2624.6897328011523
2017-07-24,DRREDDY,EQ,2017-07-24,2762.55,2785.0,2787.0,2688.9,2692.0,2696.45,2705.8,517895,1401320059.95,31506,234290,45.24,2017,7,-2.39,Negative,0.03674423259075972,2692.309523809524,2672.3235294117653,HODL,2710.1500000000005,32.85112104397744,2775.8522420879553,2644.4477579120457
2017-07-25,DRREDDY,EQ,2017-07-25,2696.45,2696.45,2713.35,2680.0,2687.0,2692.15,2693.25,374960,1009861565.55,23100,200187,53.39,2017,7,-0.16,Slight,0.03658518538909761,2694.616666666667,2676.525,HODL,2712.092857142858,30.706632064541974,2773.506121271942,2650.679593013774
2017-07-26,DRREDDY,EQ,2017-07-26,2692.15,2708.0,2716.55,2680.9,2706.5,2707.35,2696.36,174665,470960137.05,12237,48068,27.52,2017,7,0.56,Slight positive,0.037003305162043046,2697.2000000000003,2681.427941176471,HODL,2714.9107142857147,28.032928293013207,2770.976570871741,2658.8448576996884
2017-07-27,DRREDDY,EQ,2017-07-27,2707.35,2710.0,2723.0,2587.0,2599.0,2620.35,2654.38,1822665,4838047469.25,59608,950000,52.12,2017,7,-3.21,Among top losers,0.047826448040506266,2695.704761904762,2680.9602941176477,HODL,2708.8357142857144,37.77522808856043,2784.3861704628353,2633.2852581085936
2017-07-28,DRREDDY,EQ,2017-07-28,2620.35,2499.5,2506.55,2451.1,2465.2,2464.95,2477.93,1548997,3838301243.45,83696,628351,40.57,2017,7,-5.93,Among top losers,0.0625054313603713,2686.8214285714284,2676.1411764705886,HODL,2690.175,74.86099618626453,2839.8969923725294,2540.453007627471
2017-07-31,DRREDDY,EQ,2017-07-31,2464.95,2438.0,2448.1,2375.0,2375.9,2383.2,2397.27,1525068,3655998819.75,60287,848382,55.63,2017,7,-3.32,Among top losers,0.06370835399144835,2672.2071428571426,2668.8750000000005,HODL,2668.171428571429,111.04693691319054,2890.26530239781,2446.0775547450476
2017-08-01,DRREDDY,EQ,2017-08-01,2383.2,2379.0,2458.0,2369.8,2426.0,2431.55,2434.57,1034078,2517534036.05,49499,441348,42.68,2017,8,2.03,Positive,0.07217268712985286,2660.254761904762,2663.135294117648,SELL,2649.7035714285716,127.41285477998969,2904.529280988551,2394.8778618685924
2017-08-02,DRREDDY,EQ,2017-08-02,2431.55,2435.1,2439.9,2372.4,2380.0,2378.55,2399.24,570459,1368666303.55,33446,299456,52.49,2017,8,-2.18,Negative,0.07199089312748165,2648.5809523809526,2654.5838235294123,HODL,2627.1714285714293,145.57493010379648,2918.3212887790223,2336.021568363836
2017-08-03,DRREDDY,EQ,2017-08-03,2378.55,2388.0,2397.0,2314.35,2321.6,2323.95,2355.05,777585,1831252484.7,44064,403217,51.86,2017,8,-2.3,Negative,0.06963717608965496,2632.342857142857,2643.5088235294124,HODL,2600.096428571429,164.41674706985575,2928.9299227111405,2271.2629344317174
2017-08-04,DRREDDY,EQ,2017-08-04,2323.95,2315.0,2315.05,2230.1,2238.0,2239.55,2259.94,1226639,2772125168.15,68535,593155,48.36,2017,8,-3.63,Among top losers,0.06364955486537353,2611.9452380952384,2630.477941176471,HODL,2567.403571428572,187.49741686865335,2942.3984051658786,2192.4087376912653
2017-08-07,DRREDDY,EQ,2017-08-07,2239.55,2240.0,2257.0,2200.0,2202.0,2206.95,2229.8,736078,1641306908.35,39569,355427,48.29,2017,8,-1.46,Negative,0.06425325361339897,2588.209523809524,2617.227941176471,HODL,2530.8321428571435,204.79906532158157,2940.4302735003066,2121.2340122139803
2017-08-08,DRREDDY,EQ,2017-08-08,2206.95,2205.8,2206.95,2084.85,2089.0,2095.65,2144.08,1360991,2918074107.9,70288,572265,42.05,2017,8,-5.04,Among top losers,0.05895480563773069,2558.1833333333334,2600.1573529411767,HODL,2482.3785714285723,222.33705417527858,2927.0526797791294,2037.7044630780151
2017-08-09,DRREDDY,EQ,2017-08-09,2095.65,2090.9,2105.0,2032.5,2042.1,2048.35,2057.88,1124987,2315092583.4,75234,417081,37.07,2017,8,-2.26,Negative,0.05770039703027061,2527.569047619048,2581.3720588235296,HODL,2432.2535714285723,236.01984471999072,2904.2932608685537,1960.2138819885909
2017-08-10,DRREDDY,EQ,2017-08-10,2048.35,2042.0,2099.0,1934.1,1945.1,1944.45,2008.04,1540007,3092401284.4,82468,392238,25.47,2017,8,-5.07,Among top losers,0.038718489068752124,2492.0619047619048,2561.044117647059,HODL,2373.8178571428575,248.87749659308253,2871.5728503290225,1876.0628639566926
2017-08-11,DRREDDY,EQ,2017-08-11,1944.45,1925.05,2029.95,1901.15,2016.0,2011.15,1976.92,1857913,3672948660.75,103761,460806,24.8,2017,8,3.43,Among top gainers,0.0767785800176379,2459.5452380952383,2542.439705882353,HODL,2324.8678571428577,247.93162023114337,2820.7310976051444,1829.004616680571
